beneficiario,EJERCICIO,programa,componente,unidad_administrativa,cve_entidad,entidad,monto_federal_aportado,tipo_cobertura,nom_abr,rnpa,unidadeconmica,tipo_ue,tipopersona_ue,representantelegal_ue,tipoempresa_ue,estado_ue,cve_ent_ue,municipio,cve_mun,localidad_ue,cve_loc,cve_inegi,ambito_ue,latitud_ue,longitud_ue,altitud_ue,lat_dec_ue,lon_dec_ue,iniciooper,fechaderegistroactualizacion_ue,RNPA_disponible,zona,clasificacion_cn
FED REG DE SOCIEDADES COOPERATIVAS DE LA INDUSTRIA PESQUERA NORTE DE SINALOA SUR DE SONORA SC DE RL,2018,PROGRAMA DE FOMENTO A LA PRODUCTIVIDAD,CUMPLIMIENTO Y OBSERVANCIA NORMATIVA,DIRECCION GENERAL DE INSPECCION Y VIGILANCIA,25,SINALOA,638362.5,ESTATAL,SIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Disponible,PACIFICO NORTE,INSPECCIÓN Y VIGILANCIA
FED REG DE SOCIEDADES COOPERATIVAS DE LA INDUSTRIA PESQUERA NORTE DE SINALOA SUR DE SONORA SC DE RL,2011,PROGRAMA DE SUSTENTABILIDAD ,INSPECCION Y VIGILANCIA,ND,25,SINALOA,651504,ESTATAL,SIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Disponible,PACIFICO NORTE,INSPECCIÓN Y VIGILANCIA
FED REG DE SOCIEDADES COOPERATIVAS DE LA INDUSTRIA PESQUERA ZONA ORIENTE DEL ESTADO DE YUCATAN MEXICO FC DE RL,2008,PROGRAMA SOPORTE,INSPECCION Y VIGILANCIA,ND,31,YUCATAN,38300,ESTATAL,YUC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Disponible,CARIBE,INSPECCIÓN Y VIGILANCIA
FED REG DE SOCIEDADES COOPERATIVAS DE LA INDUSTRIA PESQUERA ZONA ORIENTE DEL ESTADO DE YUCATAN MEXICO FCL,2009,PROGRAMA SOPORTE,INSPECCION Y VIGILANCIA,ND,31,YUCATAN,80096,ESTATAL,YUC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Disponible,CARIBE,INSPECCIÓN Y VIGILANCIA
FED REG DE SOCIEDADES COOPERATIVAS DE LA INDUSTRIA PESQUERA ZONA ORIENTE DEL ESTADO DE YUCATAN MEXICO FCL,2010,PROGRAMA SOPORTE,INSPECCION Y VIGILANCIA,ND,31,YUCATAN,128770,ESTATAL,YUC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Disponible,CARIBE,INSPECCIÓN Y VIGILANCIA
FED REG DE SOCIEDADES COOPERATIVAS DE PRODUCCION PESQUERA REENCUENTRO PESQUERO SC DE RL DE CV,2016,PROGRAMA DE FOMENTO A LA PRODUCTIVIDAD,ORDENAMIENTO PESQUERO Y ACUICOLA,DIRECCION GENERAL DE INSPECCION Y VIGILANCIA,25,SINALOA,592358.4,ESTATAL,SIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Disponible,PACIFICO NORTE,INSPECCIÓN Y VIGILANCIA
FED REG DE SOCIEDADES COOPERATIVAS DE PRODUCCION PESQUERA REENCUENTRO PESQUERO SC DE RL DE CV,2015,PROGRAMA DE FOMENTO A LA PRODUCTIVIDAD,SOPORTE PARA LA VIGILANCIA DE LOS RECURSOS PESQUEROS Y ACUICOLAS,DIRECCION GENERAL DE INSPECCION Y VIGILANCIA,25,SINALOA,503964,ESTATAL,SIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Disponible,PACIFICO NORTE,INSPECCIÓN Y VIGILANCIA
FED REG DE SOCIEDADES COOPERATIVAS DE PRODUCCION PESQUERA REENCUENTRO PESQUERO SC DE RL DE CV,2017,PROGRAMA DE FOMENTO A LA PRODUCTIVIDAD,ORDENAMIENTO Y VIGILANCIA PESQUERA Y ACUICOLA,DIRECCION GENERAL DE INSPECCION Y VIGILANCIA,25,SINALOA,629680,ESTATAL,SIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Disponible,PACIFICO NORTE,INSPECCIÓN Y VIGILANCIA
FED REG DE SOCIEDADES COOPERATIVAS DE PRODUCCION PESQUERA Y ACUICOLA PAREDONES UNIDOS SC DE RL,2016,PROGRAMA DE FOMENTO A LA PRODUCTIVIDAD,ORDENAMIENTO PESQUERO Y ACUICOLA,DIRECCION GENERAL DE INSPECCION Y VIGILANCIA,26,SONORA,586908,ESTATAL,SON,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Disponible,PACIFICO NORTE,INSPECCIÓN Y VIGILANCIA
FED REG DE SOCIEDADES COOPERATIVAS DE PRODUCCION PESQUERA Y ACUICOLA PAREDONES UNIDOS SC DE RL,2011,PROGRAMA DE SUSTENTABILIDAD ,INSPECCION Y VIGILANCIA,ND,26,SONORA,314160,ESTATAL,SON,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Disponible,PACIFICO NORTE,INSPECCIÓN Y VIGILANCIA
FED REG DE SOCIEDADES COOPERATIVAS DE PRODUCCION PESQUERA Y ACUICOLA PAREDONES UNIDOS SC DE RL,2012,PROGRAMA DE SUSTENTABILIDAD ,INSPECCION Y VIGILANCIA,ND,26,SONORA,1077804,ESTATAL,SON,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Disponible,PACIFICO NORTE,INSPECCIÓN Y VIGILANCIA
FED REG DE SOCIEDADES COOPERATIVAS DE PRODUCCION PESQUERA Y ACUICOLA PAREDONES UNIDOS SC DE RL,2018,PROGRAMA DE FOMENTO A LA PRODUCTIVIDAD,CUMPLIMIENTO Y OBSERVANCIA NORMATIVA,DIRECCION GENERAL DE INSPECCION Y VIGILANCIA,26,SONORA,656854,ESTATAL,SON,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Disponible,PACIFICO NORTE,INSPECCIÓN Y VIGILANCIA
FED REG DE SOCIEDADES COOPERATIVAS DE PRODUCCION PESQUERA Y ACUICOLA PAREDONES UNIDOS SC DE RL,2013,PROGRAMA DE SUSTENTABILIDAD ,INSPECCION Y VIGILANCIA,DIRECCION GENERAL DE INSPECCION Y VIGILANCIA,26,SONORA,1011000,ESTATAL,SON,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Disponible,PACIFICO NORTE,INSPECCIÓN Y VIGILANCIA
FED REG DE SOCIEDADES COOPERATIVAS DE PRODUCCION PESQUERA Y ACUICOLA PAREDONES UNIDOS SC DE RL,2015,PROGRAMA DE FOMENTO A LA PRODUCTIVIDAD,SOPORTE PARA LA VIGILANCIA DE LOS RECURSOS PESQUEROS Y ACUICOLAS,DIRECCION GENERAL DE INSPECCION Y VIGILANCIA,26,SONORA,300840,ESTATAL,SON,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Disponible,PACIFICO NORTE,INSPECCIÓN Y VIGILANCIA
FED REG DE SOCIEDADES COOPERATIVAS PESCADORES DE BAHIA MAGDALENA SC DE RL DE CV,2018,PROGRAMA DE FOMENTO A LA PRODUCTIVIDAD,CUMPLIMIENTO Y OBSERVANCIA NORMATIVA,DIRECCION GENERAL DE INSPECCION Y VIGILANCIA,3,BAJA CALIFORNIA SUR,619240.5,ESTATAL,BCS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Disponible,PACIFICO NORTE,INSPECCIÓN Y VIGILANCIA
FED REG DE SOCIEDADES COOPERATIVAS PESCADORES DE BAHIA MAGDALENA SC DE RL DE CV,2015,PROGRAMA DE FOMENTO A LA PRODUCTIVIDAD,SOPORTE PARA LA VIGILANCIA DE LOS RECURSOS PESQUEROS Y ACUICOLAS,DIRECCION GENERAL DE INSPECCION Y VIGILANCIA,3,BAJA CALIFORNIA SUR,182270,ESTATAL,BCS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Disponible,PACIFICO NORTE,INSPECCIÓN Y VIGILANCIA
FED REG DE SOCIEDADES COOPERATIVAS PESCADORES DE BAHIA MAGDALENA SC DE RL DE CV,2016,PROGRAMA DE FOMENTO A LA PRODUCTIVIDAD,ORDENAMIENTO PESQUERO Y ACUICOLA,DIRECCION GENERAL DE INSPECCION Y VIGILANCIA,3,BAJA CALIFORNIA SUR,335670,ESTATAL,BCS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Disponible,PACIFICO NORTE,INSPECCIÓN Y VIGILANCIA
FED REG DE SOCIEDADES COOPERATIVAS PESCADORES DE BAHIA MAGDALENA SC DE RL DE CV,2017,PROGRAMA DE FOMENTO A LA PRODUCTIVIDAD,ORDENAMIENTO Y VIGILANCIA PESQUERA Y ACUICOLA,DIRECCION GENERAL DE INSPECCION Y VIGILANCIA,3,BAJA CALIFORNIA SUR,352863,ESTATAL,BCS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Disponible,PACIFICO NORTE,INSPECCIÓN Y VIGILANCIA
FED REG DE SOCIEDADES COOPERATIVAS PESCADORES DE BAHIA MAGDALENA SC DE RL DE CV,2012,PROGRAMA DE SUSTENTABILIDAD ,INSPECCION Y VIGILANCIA,ND,3,BAJA CALIFORNIA SUR,588000,ESTATAL,BCS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Disponible,PACIFICO NORTE,INSPECCIÓN Y VIGILANCIA
FED REG DE SOCIEDADES COOPERATIVAS RIVERENAS ACUICOLAS TURISTICAS Y SERVICIOS GENERAL LAZARO CARDENAS SC DE RL DE CV,2014,PROGRAMA DE FOMENTO A LA PRODUCTIVIDAD,SOPORTE PARA LA VIGILANCIA DE LOS RECURSOS PESQUEROS Y ACUICOLAS,DIRECCION GENERAL DE INSPECCION Y VIGILANCIA,16,MICHOACAN,675849,ESTATAL,MICH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Disponible,PACIFICO SUR,INSPECCIÓN Y VIGILANCIA
FED REG DE SOCIEDADES COOPERATIVAS RIVERENAS ACUICOLAS TURISTICAS Y SERVICIOS GENERAL LAZARO CARDENAS SC DE RL DE CV,2010,PROGRAMA SOPORTE,INSPECCION Y VIGILANCIA,ND,16,MICHOACAN,739800,ESTATAL,MICH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Disponible,PACIFICO SUR,INSPECCIÓN Y VIGILANCIA
FED REG DE SOCIEDADES COOPERATIVAS RIVERENAS ACUICOLAS TURISTICAS Y SERVICIOS GENERAL LAZARO CARDENAS SC DE RL DE CV,2011,PROGRAMA DE SUSTENTABILIDAD ,INSPECCION Y VIGILANCIA,ND,16,MICHOACAN,621180,ESTATAL,MICH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Disponible,PACIFICO SUR,INSPECCIÓN Y VIGILANCIA
FED REG DE SOCIEDADES COOPERATIVAS RIVERENAS ACUICOLAS TURISTICAS Y SERVICIOS GENERAL LAZARO CARDENAS SC DE RL DE CV,2013,PROGRAMA DE SUSTENTABILIDAD ,INSPECCION Y VIGILANCIA,DIRECCION GENERAL DE INSPECCION Y VIGILANCIA,16,MICHOACAN,867345,ESTATAL,MICH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Disponible,PACIFICO SUR,INSPECCIÓN Y VIGILANCIA
FED REG SOCIEDADES COOPERATIVAS DE LA INDUSTRIA PESQUERA DEL MUNICIPIO DE TAMPICO ALTO SC DE RL DE CV,2012,PROGRAMA DE SUSTENTABILIDAD ,INSPECCION Y VIGILANCIA,ND,30,VERACRUZ,499200,ESTATAL,VER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Disponible,GOLFO DE MEXICO,INSPECCIÓN Y VIGILANCIA
FED REG SOCIEDADES COOPERATIVAS DE LA INDUSTRIA PESQUERA DEL MUNICIPIO DE TAMPICO ALTO SC DE RL DE CV,2014,PROGRAMA DE FOMENTO A LA PRODUCTIVIDAD,SOPORTE PARA LA VIGILANCIA DE LOS RECURSOS PESQUEROS Y ACUICOLAS,DIRECCION GENERAL DE INSPECCION Y VIGILANCIA,30,VERACRUZ,531852,ESTATAL,VER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Disponible,GOLFO DE MEXICO,INSPECCIÓN Y VIGILANCIA
FED REG SOCIEDADES COOPERATIVAS DE LA INDUSTRIA PESQUERA DEL MUNICIPIO DE TAMPICO ALTO SC DE RL DE CV,2013,PROGRAMA DE SUSTENTABILIDAD ,INSPECCION Y VIGILANCIA,DIRECCION GENERAL DE INSPECCION Y VIGILANCIA,30,VERACRUZ,600096,ESTATAL,VER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Disponible,GOLFO DE MEXICO,INSPECCIÓN Y VIGILANCIA
FED REG SOCIEDADES COOPERATIVAS DE LA INDUSTRIA PESQUERA DEL MUNICIPIO DE TAMPICO ALTO SC DE RL DE CV,2011,PROGRAMA DE SUSTENTABILIDAD ,INSPECCION Y VIGILANCIA,ND,30,VERACRUZ,492900,ESTATAL,VER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Disponible,GOLFO DE MEXICO,INSPECCIÓN Y VIGILANCIA
FES FED REG DE COOPERATIVAS DE EMPALME SONORA SC DE RL DE CV,2016,PROGRAMA DE FOMENTO A LA PRODUCTIVIDAD,ORDENAMIENTO PESQUERO Y ACUICOLA,DIRECCION GENERAL DE INSPECCION Y VIGILANCIA,26,SONORA,140030,ESTATAL,SON,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Disponible,PACIFICO NORTE,INSPECCIÓN Y VIGILANCIA
FES FED REG DE COOPERATIVAS DE EMPALME SONORA SC DE RL DE CV,2015,PROGRAMA DE FOMENTO A LA PRODUCTIVIDAD,SOPORTE PARA LA VIGILANCIA DE LOS RECURSOS PESQUEROS Y ACUICOLAS,DIRECCION GENERAL DE INSPECCION Y VIGILANCIA,26,SONORA,300840,ESTATAL,SON,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Disponible,PACIFICO NORTE,INSPECCIÓN Y VIGILANCIA
FES FED REG DE COOPERATIVAS DE EMPALME SONORA SC DE RL DE CV,2014,PROGRAMA DE FOMENTO A LA PRODUCTIVIDAD,SOPORTE PARA LA VIGILANCIA DE LOS RECURSOS PESQUEROS Y ACUICOLAS,DIRECCION GENERAL DE INSPECCION Y VIGILANCIA,26,SONORA,723600,ESTATAL,SON,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Disponible,PACIFICO NORTE,INSPECCIÓN Y VIGILANCIA
FES FED REG DE COOPERATIVAS DE EMPALME SONORA SC DE RL DE CV,2013,PROGRAMA DE SUSTENTABILIDAD ,INSPECCION Y VIGILANCIA,DIRECCION GENERAL DE INSPECCION Y VIGILANCIA,26,SONORA,511200,ESTATAL,SON,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Disponible,PACIFICO NORTE,INSPECCIÓN Y VIGILANCIA
FES FED REG DE COOPERATIVAS DE EMPALME SONORA SC DE RL DE CV,2018,PROGRAMA DE FOMENTO A LA PRODUCTIVIDAD,CUMPLIMIENTO Y OBSERVANCIA NORMATIVA,DIRECCION GENERAL DE INSPECCION Y VIGILANCIA,26,SONORA,440044,ESTATAL,SON,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Disponible,PACIFICO NORTE,INSPECCIÓN Y VIGILANCIA
FIERCE CONTENDER MEXICO SRL DE CV,2017,PROGRAMA DE FOMENTO A LA PRODUCTIVIDAD,ORDENAMIENTO Y VIGILANCIA PESQUERA Y ACUICOLA,DIRECCION GENERAL DE INSPECCION Y VIGILANCIA,2,BAJA CALIFORNIA,295574.96,ESTATAL,BC,203014436,FIERCE CONTENDER MEXICO SRL DE CV,CAPTURA,MORAL,DAYNET FRANCE ORLAYNETE,EMPRESA PRIVADA,BAJA CALIFORNIA,2,ENSENADA,1,ENSENADA,1,20010001,U,314832.198,1163542.482,18,31.808944,-116.595134,18/08/2011,14/03/17,Disponible,PACIFICO NORTE,INSPECCIÓN Y VIGILANCIA
FREDDIE AVILA SA DE CV,2017,PROGRAMA DE FOMENTO A LA PRODUCTIVIDAD,ORDENAMIENTO Y VIGILANCIA PESQUERA Y ACUICOLA,DIRECCION GENERAL DE INSPECCION Y VIGILANCIA,25,SINALOA,319230,ESTATAL,SIN,2508007073,FREDDIE AVILA SA DE CV,CAPTURA,MORAL,JUAN MANUEL AVILA TORRES,EMPRESA PRIVADA,SINALOA,25,MAZATLAN,12,MAZATLAN,1,250120001,U,231201.137,1062519.997,10,23.200316,-106.422221,14/06/1994,11/1/2016,Disponible,PACIFICO NORTE,INSPECCIÓN Y VIGILANCIA
FREDDIE AVILA SA DE CV,2015,PROGRAMA DE FOMENTO A LA PRODUCTIVIDAD,SOPORTE PARA LA VIGILANCIA DE LOS RECURSOS PESQUEROS Y ACUICOLAS,DIRECCION GENERAL DE INSPECCION Y VIGILANCIA,25,SINALOA,271334,ESTATAL,SIN,2508007073,FREDDIE AVILA SA DE CV,CAPTURA,MORAL,JUAN MANUEL AVILA TORRES,EMPRESA PRIVADA,SINALOA,25,MAZATLAN,12,MAZATLAN,1,250120001,U,231201.137,1062519.997,10,23.200316,-106.422221,14/06/1994,11/1/2016,Disponible,PACIFICO NORTE,INSPECCIÓN Y VIGILANCIA
FREDDIE AVILA SA DE CV,2013,PROGRAMA DE SUSTENTABILIDAD ,INSPECCION Y VIGILANCIA,DIRECCION GENERAL DE INSPECCION Y VIGILANCIA,25,SINALOA,242640,ESTATAL,SIN,2508007073,FREDDIE AVILA SA DE CV,CAPTURA,MORAL,JUAN MANUEL AVILA TORRES,EMPRESA PRIVADA,SINALOA,25,MAZATLAN,12,MAZATLAN,1,250120001,U,231201.137,1062519.997,10,23.200316,-106.422221,14/06/1994,11/1/2016,Disponible,PACIFICO NORTE,INSPECCIÓN Y VIGILANCIA
FREDDIE AVILA SA DE CV,2014,PROGRAMA DE FOMENTO A LA PRODUCTIVIDAD,SOPORTE PARA LA VIGILANCIA DE LOS RECURSOS PESQUEROS Y ACUICOLAS,DIRECCION GENERAL DE INSPECCION Y VIGILANCIA,25,SINALOA,259826,ESTATAL,SIN,2508007073,FREDDIE AVILA SA DE CV,CAPTURA,MORAL,JUAN MANUEL AVILA TORRES,EMPRESA PRIVADA,SINALOA,25,MAZATLAN,12,MAZATLAN,1,250120001,U,231201.137,1062519.997,10,23.200316,-106.422221,14/06/1994,11/1/2016,Disponible,PACIFICO NORTE,INSPECCIÓN Y VIGILANCIA
FRENTE COMUN ORGANIZADO DE PESCADORES RIBERENOS DEL ESTADO DE CAMPECHE AC,2009,PROGRAMA SOPORTE,INSPECCION Y VIGILANCIA,ND,4,CAMPECHE,600480,ESTATAL,CAMP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Disponible,CARIBE,INSPECCIÓN Y VIGILANCIA
FRENTE COMUN ORGANIZADO DE PESCADORES RIBERENOS DEL ESTADO DE CAMPECHE AC,2013,PROGRAMA DE SUSTENTABILIDAD ,INSPECCION Y VIGILANCIA,DIRECCION GENERAL DE INSPECCION Y VIGILANCIA,4,CAMPECHE,465660,ESTATAL,CAMP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Disponible,CARIBE,INSPECCIÓN Y VIGILANCIA
FRENTE COMUN ORGANIZADO DE PESCADORES RIBERENOS DEL ESTADO DE CAMPECHE AC,2012,PROGRAMA DE SUSTENTABILIDAD ,INSPECCION Y VIGILANCIA,ND,4,CAMPECHE,666806.4,ESTATAL,CAMP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Disponible,CARIBE,INSPECCIÓN Y VIGILANCIA
FRENTE COMUN ORGANIZADO DE PESCADORES RIBERENOS DEL ESTADO DE CAMPECHE AC,2011,PROGRAMA DE SUSTENTABILIDAD ,INSPECCION Y VIGILANCIA,ND,4,CAMPECHE,831936,ESTATAL,CAMP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Disponible,CARIBE,INSPECCIÓN Y VIGILANCIA
GEOMAR PESQUERA SA DE CV,2010,PROGRAMA SOPORTE,INSPECCION Y VIGILANCIA,ND,26,SONORA,2622118,ESTATAL,SON,2604011409,GEOMAR PESQUERA SA DE CV,CAPTURA,MORAL,MANUEL AGUILAR JUAREZ,EMPRESA PRIVADA,SONORA,26,GUAYMAS,29,HEROICA GUAYMAS,1,260290001,U,275523.951,1105321.181,3,27.92332,-110.889217,5/3/2002,6/4/2016,Disponible,PACIFICO NORTE,INSPECCIÓN Y VIGILANCIA
GIOVANNY DE JESUS CANO SILVA,2014,PROGRAMA DE FOMENTO A LA PRODUCTIVIDAD,SOPORTE PARA LA VIGILANCIA DE LOS RECURSOS PESQUEROS Y ACUICOLAS,DIRECCION GENERAL DE INSPECCION Y VIGILANCIA,30,VERACRUZ,390800,ESTATAL,VER,3001010267,GIOVANNY DE JESUS CANO SILVA,CAPTURA,FISÍCA,GIOVANNY DE JESUS CANO SILVA,NO_DISPONIBLE,NO DISPONIBLE,30,NO DISPONIBLE,NA,NO DISPONIBLE,NA,NA,NA,NA,NA,NA,NA,NA,1/1/2013,1/1/2013,Disponible,GOLFO DE MEXICO,INSPECCIÓN Y VIGILANCIA
GIOVANNY DE JESUS CANO SILVA,2015,PROGRAMA DE FOMENTO A LA PRODUCTIVIDAD,SOPORTE PARA LA VIGILANCIA DE LOS RECURSOS PESQUEROS Y ACUICOLAS,DIRECCION GENERAL DE INSPECCION Y VIGILANCIA,30,VERACRUZ,401400,ESTATAL,VER,3001010267,GIOVANNY DE JESUS CANO SILVA,CAPTURA,FISÍCA,GIOVANNY DE JESUS CANO SILVA,NO_DISPONIBLE,NO DISPONIBLE,30,NO DISPONIBLE,NA,NO DISPONIBLE,NA,NA,NA,NA,NA,NA,NA,NA,1/1/2013,1/1/2013,Disponible,GOLFO DE MEXICO,INSPECCIÓN Y VIGILANCIA
GOBIERNO DEL ESTADO DE SONORA,2008,PROGRAMA SOPORTE,INSPECCION Y VIGILANCIA,ND,26,SONORA,4885380,ESTATAL,SON,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Disponible,PACIFICO NORTE,INSPECCIÓN Y VIGILANCIA
GOBIERNO DEL ESTADO DE TAMAULIPAS,2008,PROGRAMA SOPORTE,INSPECCION Y VIGILANCIA,ND,28,TAMAULIPAS,2369500,ESTATAL,TAMPS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Disponible,GOLFO DE MEXICO,INSPECCIÓN Y VIGILANCIA
GPO DE PESCADORES LOS DOS LAGOS COATETELCO Y EL RODEO SPR DE RL,2010,PROGRAMA SOPORTE,INSPECCION Y VIGILANCIA,ND,17,MORELOS,95040,ESTATAL,MOR,1700000605,GPO DE PESCADORES LOS DOS LAGOS COATETELCO Y EL RODEO,CAPTURA,MORAL,ABEL GALICIA SANTANA,SOCIEDAD DE PRODUCCIÓN RURAL,MORELOS,17,MIACATLAN,15,MIACATLAN,1,170150001,U,184611.937,992136.955,1004,18.769983,-99.360265,30/06/1994,15/02/17,Disponible,AGUAS INTERIORES,INSPECCIÓN Y VIGILANCIA
GPO DE PRODUCTORES DE BIENES Y/O SERVICIOS MILSADEL SC DE RL,2017,PROGRAMA DE FOMENTO A LA PRODUCTIVIDAD,ORDENAMIENTO Y VIGILANCIA PESQUERA Y ACUICOLA,DIRECCION GENERAL DE INSPECCION Y VIGILANCIA,30,VERACRUZ,325350,ESTATAL,VER,3001009756,GPO DE PROD DE B Y/O SERVS MILSADEL SC DE RL,CAPTURA,MORAL,OLIVIA HERRERA CARMONA,COOPERATIVA,VERACRUZ,30,ALVARADO,11,CAMARONERA,30,300110030,R,185016.577,955231.563,10,18.837938,-95.875434,18/03/2012,31/03/17,Disponible,GOLFO DE MEXICO,INSPECCIÓN Y VIGILANCIA
GPO DE PRODUCTORES DE BIENES Y/O SERVICIOS MILSADEL SC DE RL,2016,PROGRAMA DE FOMENTO A LA PRODUCTIVIDAD,ORDENAMIENTO PESQUERO Y ACUICOLA,DIRECCION GENERAL DE INSPECCION Y VIGILANCIA,30,VERACRUZ,254000,ESTATAL,VER,3001009756,GPO DE PROD DE B Y/O SERVS MILSADEL SC DE RL,CAPTURA,MORAL,OLIVIA HERRERA CARMONA,COOPERATIVA,VERACRUZ,30,ALVARADO,11,CAMARONERA,30,300110030,R,185016.577,955231.563,10,18.837938,-95.875434,18/03/2012,31/03/17,Disponible,GOLFO DE MEXICO,INSPECCIÓN Y VIGILANCIA
GPO DE PRODUCTORES DE BIENES Y/O SERVICIOS MILSADEL SC DE RL,2015,PROGRAMA DE FOMENTO A LA PRODUCTIVIDAD,SOPORTE PARA LA VIGILANCIA DE LOS RECURSOS PESQUEROS Y ACUICOLAS,DIRECCION GENERAL DE INSPECCION Y VIGILANCIA,30,VERACRUZ,433512,ESTATAL,VER,3001009756,GPO DE PROD DE B Y/O SERVS MILSADEL SC DE RL,CAPTURA,MORAL,OLIVIA HERRERA CARMONA,COOPERATIVA,VERACRUZ,30,ALVARADO,11,CAMARONERA,30,300110030,R,185016.577,955231.563,10,18.837938,-95.875434,18/03/2012,31/03/17,Disponible,GOLFO DE MEXICO,INSPECCIÓN Y VIGILANCIA
